cellName,coverage_bool_vcf,depth_vcf,coverage_bool_gvcf,depth_gvcf
A10_1001000407,1,"['3', '607', '3', '790', '816', '656', '632', '608']",1,"['249', '3', '607', '3', '790', '773', '627', '632', '592']"
A10_1001000408,1,"['160', '169', '133', '163']",1,"['160', '169', '128', '163']"
A10_1001000412,1,"['260', '466', '527', '555', '629', '522']",1,"['261', '464', '514', '555', '629', '522']"
A10_B000863,1,['290'],1,['282']
A10_B001470,1,"['6', '3', '3', '3', '29', '84', '121', '100']",1,"['6', '3', '3', '3', '29', '84', '121', '100']"
A10_B001545,1,"['560', '492', '608', '672', '421']",1,"['360', '560', '468', '579', '672', '421']"
A10_B001548,1,"['12', '627', '1168', '1360', '1006', '1027', '1109', '1109']",1,"['12', '627', '1168', '1360', '1006', '1027', '1109', '1109']"
A10_B001554,0,0,0,0
A10_B002572,1,"['103', '552', '475', '468', '699', '701', '584', '577', '577', '577', '577', '577', '577', '577', '577', '616', '578', '578', '578', '582']",1,"['99', '552', '475', '468', '671', '701', '584', '547', '547', '547', '547', '547', '547', '547', '547', '586', '548', '548', '548', '552']"
A10_B003115,1,"['32', '85', '104', '105', '83', '79']",1,"['32', '85', '104', '105', '83', '79']"
A10_B003527,1,"['1894', '1983', '2135', '2307', '1965', '1928', '1379']",1,"['1899', '1982', '2135', '2011', '2103', '1967', '1927', '1372']"
A10_B003528,1,"['376', '610', '585', '424', '493', '95']",1,"['340', '610', '585', '422', '491', '94']"
A10_B003529,1,"['942', '646', '876', '1066', '1066', '1066', '1066', '1066', '1066', '1066', '1066', '1066', '1066', '1066', '1066', '1066', '1066', '709', '868']",1,"['942', '579', '874', '1006', '1006', '1006', '1006', '1006', '1006', '709', '866']"
A10_B003588,1,"['1067', '1110', '1110', '1265', '177', '119', '68', '1537', '1537', '1537', '1534', '1156']",1,"['1261', '178', '120', '70', '1468', '1468', '1468', '1554', '1555']"
A11_1001000407,1,"['395', '711', '832', '918', '811', '731']",1,"['396', '657', '918', '811', '732']"
A11_B001470,1,"['7', '151', '407', '456', '456', '456', '471']",1,"['5', '150', '407', '438', '438', '438', '471']"
A11_B001474,1,"['114', '123', '123', '138', '154', '200']",1,"['123', '123', '138', '154', '200']"
A11_B001545,1,"['954', '710', '1071', '1173', '1173', '1173', '1173', '1174', '693', '884']",1,"['869', '2', '711', '1072', '1117', '1117', '1117', '1117', '1118', '692', '883']"
A11_B002077,1,"['616', '396']",1,"['616', '396']"
A11_B002079,1,"['613', '569']",1,"['613', '569']"
A11_B002573,1,"['127', '96', '96', '96', '96', '83', '104']",1,"['127', '96', '96', '96', '96', '83', '101']"
A11_B003067,1,"['165', '141', '238', '232']",1,"['165', '141', '238', '232']"
A11_B003115,1,['381'],1,['381']
A11_B003119,1,"['908', '1067', '1392', '1187', '1134', '650']",1,"['908', '1067', '1317', '1187', '1076', '637']"
A11_B003518,1,"['255', '255', '251', '319', '318', '382', '403', '473', '405', '353', '281']",1,"['243', '243', '239', '382', '403', '473', '405', '353', '281']"
A11_B003523,1,"['869', '974', '1169', '1211', '1060']",1,"['806', '980', '1165', '1209', '1058']"
A11_B003528,1,"['579', '1156', '1404', '1601', '1795', '1278', '1247']",1,"['579', '1051', '1400', '1602', '1798', '1277', '1247']"
A12_1001000317,1,"['1086', '1082']",1,"['1052', '1027']"
A12_1001000412,1,"['382', '943', '1027', '1135', '990', '946']",1,"['627', '1589', '5', '1708', '1963', '1495', '1647', '1524', '1193']"
A12_B002078,1,"['18', '3', '3', '1533', '1202']",1,"['18', '3', '3', '1435', '1199']"
A12_B002572,1,"['653', '684', '612', '612', '612', '612', '613', '612', '612', '613']",1,"['653', '684', '597', '597', '597', '597', '598', '597', '597', '598']"
A12_B003070,1,"['852', '851', '1122', '1158', '1158', '834', '916', '937']",1,"['716', '715', '1120', '1058', '1058', '834', '872']"
A12_B003105,1,"['8', '768', '658', '823', '858', '858', '858', '598', '743', '835']",1,"['8', '768', '658', '823', '858', '858', '858', '598', '743', '835']"
A12_B003119,1,"['308', '9']",1,"['1', '308', '9']"
A13_1001000407,1,"['347', '807', '942', '968', '820', '786', '807', '725', '50']",1,"['627', '1456', '1787', '1726', '1482', '1430', '1175', '82']"
A13_B000420,1,['51'],1,['51']
A13_B002079,1,"['119', '238']",1,"['119', '238']"
A13_B003103,1,"['178', '298', '321', '525', '382']",1,"['178', '298', '321', '525', '382']"
A13_B003518,1,"['285', '322', '388', '348']",1,"['246', '322', '388', '348']"
A13_B003771,1,['39'],1,['39']
A13_B003894,1,"['284', '298', '180', '552', '186', '195', '195', '304', '448', '44', '41']",1,"['284', '298', '180', '551', '186', '195', '194', '304', '449', '44', '41']"
A14_1001000339,1,"['13', '30', '26']",1,"['13', '30', '26']"
A14_1001000340,0,0,0,0
A14_1001000407,1,"['3', '913', '3', '1140', '1183', '1123', '1123', '1174', '1125', '927', '980', '994', '864']",1,"['17', '1657', '5', '1629', '1690', '1879', '1625', '1626', '1444', '1789', '1684', '1296']"
A14_1001000408,1,"['167', '314', '378', '285']",1,"['300', '659', '699', '769', '674', '595', '619']"
A14_1001000412,1,"['510', '461', '459']",1,"['947', '1080', '1021', '942', '942', '942', '942', '942', '982', '804', '898']"
A14_B001016,1,"['91', '99', '155']",1,"['91', '99', '155']"
A14_B002078,0,0,0,0
A14_B002079,1,"['68', '60', '4', '56', '211']",1,"['68', '60', '4', '56', '211']"
A14_B003105,1,"['1241', '966', '1092', '1221', '1425', '1444', '1444', '1444', '1075', '1228']",1,"['1241', '966', '1092', '1221', '1425', '1444', '1444', '1444', '1075', '1228']"
A14_B003112,1,"['47', '91']",1,"['47', '91']"
A14_B003132,1,"['90', '146', '134', '114', '160', '160', '128', '83', '155']",1,"['90', '146', '134', '114', '160', '160', '128', '83', '155']"
A14_B003187,1,"['149', '170', '401', '414', '524', '602', '542', '587', '575', '487', '487', '478', '483', '520', '472', '544']",1,"['150', '170', '404', '414', '524', '602', '542', '587', '575', '487', '487', '478', '483', '520', '471', '544']"
A14_B003191,1,"['28', '88', '80']",1,"['28', '88', '80']"
A14_B003518,1,"['353', '515', '511', '588']",1,"['284', '515', '511', '574']"
A14_B003529,1,"['384', '391', '363', '363', '395', '591']",1,"['384', '391', '329', '329', '395', '591']"
A14_B003771,1,26,1,26
A14_B003776,1,"['1', '1027', '1356', '1465', '1325', '1425']",1,"['1', '1026', '1352', '1462', '1327', '1426']"
A14_B003930,1,"['147', '230', '242', '431', '526', '414']",1,"['147', '230', '242', '431', '526', '414']"
A15_1001000407,1,"['355', '819', '937', '1104', '1079', '997', '997', '1006', '1006', '916', '932', '753', '41']",1,"['1473', '1543', '1813', '1667', '1667', '1667', '1456', '1611', '1412', '1184', '62']"
A15_1001000408,1,"['118', '161', '134', '114', '17']",1,"['189', '264', '264', '264', '264', '344', '323', '271', '245', '26']"
A15_B000420,0,0,0,0
A15_B001557,1,"['1600', '1786', '2012', '2078', '1810', '1762', '2238']",1,"['1600', '1786', '2012', '2078', '1810', '1762', '2238']"
A15_B002073,1,['27'],1,['27']
A15_B002074,1,"['13', '27']",1,"['13', '27']"
A15_B002078,1,"['1145', '1404', '1550']",1,"['1', '1337', '1483']"
A15_B002079,1,"['10', '4', '3', '3', '405']",1,"['10', '4', '3', '3', '405']"
A15_B003105,1,"['505', '1006', '2', '923', '1161', '1180', '1211', '1211', '927']",1,"['505', '1006', '2', '923', '1161', '1180', '1211', '1211', '927']"
A15_B003112,1,2,1,2
A15_B003116,1,"['558', '498']",1,"['560', '492']"
A15_B003125,1,"['6', '60']",1,"['6', '60']"
A15_B003126,0,0,0,0
A15_B003129,1,"['518', '415', '332', '231', '231', '453', '419', '386', '402', '315']",1,"['467', '415', '332', '231', '231', '454', '420', '386', '403', '316']"
A15_B003191,1,"['147', '431', '416', '471', '507', '584', '594', '430']",1,"['431', '416', '471', '486', '548', '524', '430']"
A15_B003518,1,"['586', '623', '669', '687']",1,"['558', '623', '669', '687']"
A15_B003522,1,"['1318', '7', '5', '3', '1404', '1524', '1028', '1217', '1217']",1,"['1319', '7', '5', '4', '1403', '1524', '1029', '1175', '1175', '1222']"
A15_B003527,1,"['9', '9', '2657', '3235', '3166', '3297', '3087', '3087', '3087', '3405', '3185', '3002', '2425', '2386', '2342']",1,"['10', '10', '2660', '8', '3225', '3162', '3140', '2932', '2932', '2932', '3055', '2996', '2411']"
A15_B003771,1,"['37', '35', '207']",1,"['37', '35', '207']"
A15_B003894,1,"['155', '211']",1,"['155', '211']"
A15_B003920,1,"['164', '22', '26', '26', '26', '41', '52', '9', '9', '3', '3', '3', '143', '197', '358', '286', '303', '82', '66', '47']",1,"['164', '22', '26', '26', '26', '41', '52', '9', '9', '3', '3', '3', '143', '197', '326', '286', '303', '82', '66', '47']"
A16_1001000412,1,"['391', '417', '496', '364', '376', '393']",1,"['745', '778', '917', '735', '799']"
A16_B001007,0,0,0,0
A16_B001010,1,"['379', '806', '821']",1,"['379', '806', '821']"
A16_B002073,1,"['241', '227']",1,"['241', '227']"
A16_B002074,0,0,0,0
A16_B003112,1,"['43', '43', '43', '43', '43', '117', '117', '143']",1,"['31', '31', '31', '31', '31', '117', '117', '143']"
A16_B003116,1,"['170', '170', '147', '140', '105']",1,"['170', '170', '147', '140', '105']"
A16_B003120,1,['67'],1,['68']
A16_B003125,1,['69'],1,['69']
A16_B003129,1,['538'],1,['538']
A16_B003187,1,56,1,56
A16_B003191,1,"['27', '4', '4', '4', '27', '61', '61', '78']",1,"['27', '4', '4', '4', '27', '61', '61', '78']"
A16_B003654,1,"['1274', '2146', '2319', '2144', '2145']",1,"['1283', '2042', '2215', '2041', '2042']"
A16_B003775,1,"['174', '251', '464', '492', '450']",1,"['174', '238', '462', '492', '450', '2']"
A16_B003777,0,0,0,0
A16_B003894,1,"['809', '419', '446', '315', '315', '358', '401']",1,['808']
A16_B003930,1,"['168', '301', '344', '551', '400', '468', '438']",1,"['168', '301', '344', '551', '400', '468', '438']"
A16_B003995,1,110,1,110
A17_1001000407,1,"['819', '980', '1035', '917', '838', '833']",1,"['1304', '1536', '1694', '1767', '1459', '1529', '1435']"
A17_1001000408,1,"['177', '405', '401', '370', '359', '306']",1,"['2', '693', '804', '820', '690', '725', '668', '676', '49', '41']"
A17_1001000412,1,"['151', '355', '412', '366', '330', '389']",1,"['755', '890', '685', '656', '662']"
A17_B000422,1,['159'],1,['159']
A17_B001010,1,"['1085', '781', '1079', '1251', '1177', '1103']",1,"['1085', '781', '1079', '1251', '1177', '1103']"
A17_B002073,0,0,0,0
A17_B003518,1,"['75', '135']",1,"['75', '135']"
A17_B003654,1,"['33', '50', '50', '50', '50', '52', '5']",1,"['33', '50', '50', '50', '50', '52', '5']"
A17_B003771,1,416,1,416
A18_B000420,1,"['1147', '1230', '1382', '1382', '1384', '1490']",1,"['1145', '1175', '1309', '1309', '1311', '1493']"
A18_B001007,0,0,0,0
A18_B002078,1,"['1244', '4', '1559', '1545', '1545', '1545', '1545', '1366', '66']",1,"['1241', '1556', '1452', '1452', '1452', '1453', '1366', '66']"
A18_B002079,1,"['33', '33', '33', '33', '35', '59', '52', '5']",1,"['33', '33', '33', '33', '35', '59', '52', '5']"
A18_B003112,1,"['14', '200', '138', '89', '89']",1,"['14', '200', '138', '89', '89']"
A18_B003120,1,"['673', '990', '1181', '1058', '1749', '1040', '1090', '1090', '1129', '1121', '1091', '1094', '1085', '1086', '1091', '1112', '1109', '1107', '1086', '1113', '1137', '1111', '1108', '1121', '1143', '1105', '1119', '1142', '1085', '1071']",1,"['673', '921', '1184']"
A18_B003518,1,"['195', '295', '458', '491']",1,"['196', '295', '458', '491']"
A18_B003522,1,"['18', '22', '16', '78']",1,"['18', '22', '16', '78']"
A18_B003588,1,"['255', '383', '429', '642', '527', '505']",1,"['252', '382', '428', '642', '527', '503']"
A18_B003654,1,"['16', '159', '294', '256', '234', '200']",1,"['16', '159', '294', '255', '234', '200']"
A18_B003775,1,"['1040', '1127', '1291', '1384', '856', '939', '1367', '1349', '1157']",1,"['964', '1126', '1291', '1385', '856', '939', '1369', '1350', '1158']"
A18_B003776,1,"['1488', '1432', '1569', '1736', '1721', '1555']",1,"['1495', '1434', '1567', '1655', '1724', '1471']"
A18_B003777,1,"['101', '27', '246', '301', '540', '652', '652', '652', '652', '652', '652', '652', '652', '652', '652', '652', '664', '652', '652', '664', '652', '652', '664', '664', '744', '704', '395', '540', '677', '201', '152']",1,"['65', '27', '247', '301', '540', '603', '603', '603', '603', '603', '603', '603', '603', '603', '603', '603', '615', '603', '603', '615', '603', '603', '615', '615', '392', '676', '201', '152']"
A18_B003920,1,"['605', '604', '567', '372', '653', '905', '774', '673', '701', '683', '718', '851', '780']",1,"['605', '604', '567', '372', '653', '905', '774', '674', '851', '759']"
A18_B003995,0,0,0,0
A19_1001000407,1,"['766', '900', '1067', '1099', '1022', '1022', '1024', '851', '722']",1,"['1346', '11', '8', '1645', '1871', '1740', '1621', '1621', '1625', '1563', '1259', '1181']"
A19_1001000408,1,"['208', '356', '441', '479', '478', '401']",1,"['710', '862', '907', '939', '844']"
A19_1001000412,1,"['791', '3', '874', '1105', '839', '785', '773']",1,"['2', '1457', '1606', '1855', '1374', '1570', '1164']"
A19_B000422,1,"['475', '570']",1,"['475', '570']"
A19_B002074,1,"['203', '264', '283']",1,"['158', '264', '283']"
A19_B002078,1,"['7', '988', '1139', '1139', '1139', '1141', '862']",1,"['7', '937', '1072', '1072', '1072', '1074', '859', '51']"
A19_B002097,1,"['77', '77']",1,"['77', '77']"
A19_B003070,0,0,0,0
A19_B003078,1,"['6', '6', '6', '3931', '4383', '4211', '4784', '4249']",1,"['4', '4', '4', '3925', '22', '13', '4316', '3812', '3812', '3813', '4789', '4254']"
A19_B003518,1,"['733', '811', '967', '813', '866']",1,"['690', '811', '967', '813', '866']"
A19_B003522,1,"['30', '54', '16', '30', '27']",1,"['30', '54', '16', '30', '27']"
A19_B003527,1,"['779', '1094', '1011']",1,"['776', '1094', '1008']"
A19_B003588,1,"['1769', '2107', '2187', '2350', '2269', '1977', '1613', '301']",1,"['1762', '1', '1979', '2189', '2268', '2271', '1981', '1617', '301']"
A19_B003771,1,"['148', '503', '491']",1,"['148', '503', '491']"
A19_B003777,1,"['74', '31']",1,"['74', '31']"
A19_B003920,1,"['314', '314', '314', '494', '491', '682', '640']",1,"['312', '312', '312', '494', '491', '682', '640']"
A19_B003930,1,"['114', '144', '264', '309', '516', '519', '566', '706', '568', '535']",1,"['114', '144', '264', '309', '516', '519', '566', '706', '568', '535']"
A1_B000860,1,"['1651', '1864', '2407']",1,"['1652', '1861', '2298']"
A1_B000863,1,"['37', '1257', '1315', '1315', '1316']",1,"['37', '1267', '1267', '1269']"
A1_B000883,0,0,0,0
A1_B001474,1,"['1882', '3815', '4142', '4396', '4481', '4394', '4155', '4200']",1,"['3809', '4382', '4481', '4215', '3880', '3880', '3880', '3880', '3877', '3877', '3877', '4183', '4230', '3254']"
A1_B001543,1,"['359', '262', '424']",1,"['359', '262', '420']"
A1_B003067,1,"['666', '691', '742']",1,"['665', '691', '742']"
A1_B003121,0,0,0,0
A1_B003129,0,0,0,0
A1_B003132,1,"['68', '157', '170', '203', '143', '103']",1,"['68', '157', '170', '203', '143', '103']"
A1_B003191,1,"['312', '283', '397', '296', '331', '405', '370']",1,"['272', '283', '397', '296', '331', '406']"
A1_B003642,1,['806'],1,['805']
A1_B003646,1,['33'],1,['33']
A1_B003648,1,"['769', '984', '1500', '1372', '1372', '1372', '1372', '1372', '1372', '1372', '1372', '1483', '1362']",1,"['773', '1', '987', '1438', '1310', '1310', '1310', '1310', '1310', '1310', '1310', '1310', '1310', '1310', '1310', '1310', '1310', '1568', '1363']"
A20_1001000407,1,"['444', '4', '974', '1207', '975', '948', '803']",1,"['713', '1', '1', '1732', '2048', '1881', '1763', '1763', '1763', '1763', '1491', '1795', '1511', '1296']"
A20_1001000408,1,"['299', '510', '597', '678', '584', '540', '579']",1,"['893', '1123', '1294', '971', '1118', '965', '898']"
A20_B000420,1,"['1445', '1610', '1952', '1948', '1510']",1,"['1', '1428', '1367', '1610', '1949', '1944']"
A20_B000901,1,"['11', '45', '89']",1,"['11', '45', '89']"
A20_B001008,1,"['388', '780', '905', '1021', '1248', '898', '899']",1,"['388', '780', '905', '1021', '1248', '898', '899']"
A20_B001010,1,"['753', '1245', '1472', '1699', '1543', '1534', '1394', '1255', '59']",1,"['753', '1245', '1472', '1699', '1543', '1534', '1394', '1255', '59']"
A20_B002073,1,['9'],1,['9']
A20_B002078,1,"['881', '1064', '1058', '1306', '1306', '1306', '1283']",1,"['882', '1004', '1060', '1283']"
A20_B003120,1,"['112', '115', '193', '336']",1,"['112', '115', '177', '336']"
A20_B003527,1,"['1187', '1256', '1525', '1685', '1469', '1278']",1,"['1185', '1218', '1522', '1582', '1694', '1469', '1277']"
A20_B003777,1,"['129', '492', '492', '386', '526', '246', '264']",1,"['130', '493', '493', '386', '505', '247', '265']"
A20_B003894,1,['49'],1,['49']
A20_B003920,0,0,0,0
A21_B000420,1,['376'],1,['376']
A21_B001008,0,0,0,0
A21_B002073,1,"['119', '196']",1,"['119', '196']"
A21_B002074,0,0,0,0
A21_B002078,1,28,1,28
A21_B002079,1,"['2000', '2616', '2728', '2728', '2728']",1,"['2000', '2616', '2728', '2728', '2728']"
A21_B003093,1,"['206', '282', '431', '660', '666']",1,"['214', '282', '429', '660', '666']"
A21_B003120,1,['241'],1,['241']
A21_B003187,1,['57'],1,['57']
A21_B003518,1,"['596', '656', '746', '746', '737', '662', '684', '684', '684', '684', '682', '682', '682', '673', '682', '665']",1,"['522', '508', '656', '717', '717', '708', '662', '660', '660', '660', '660', '658', '658', '658', '649', '658', '664']"
A21_B003522,1,"['425', '383', '315']",1,"['425', '383', '315']"
A21_B003654,1,163,1,163
A21_B003771,1,137,1,137
A21_B003775,1,"['13', '45', '1387', '1661', '1651', '1800', '1976', '1976', '1976', '1401']",1,"['13', '46', '1385', '1661', '1653', '1802', '1870', '1978', '1401']"
A21_B003777,1,"['79', '165', '281', '281', '330', '269']",1,"['79', '165', '281', '281', '330', '269']"
A21_B003894,0,0,0,0
A21_B003920,1,['262'],1,['262']
A21_B003995,1,"['166', '258', '489']",1,"['166', '258', '489']"
A22_1001000407,1,"['105', '415', '865', '1021', '1121', '992', '846', '818']",1,"['103', '410', '779', '1', '917', '1121', '1062', '1062', '958', '846', '756']"
A22_B000420,1,['650'],1,['650']
A22_B001007,0,0,0,0
A22_B001008,1,"['74', '189', '230', '305', '254', '221']",1,"['74', '189', '230', '305', '254', '221']"
A22_B001010,1,"['967', '1100', '1241', '1185', '1041', '1036']",1,"['967', '1100', '1241', '1185', '1041', '1036']"
A22_B002073,1,['167'],1,['167']
A22_B002097,1,['129'],1,['129']
A22_B003067,1,"['323', '427', '805']",1,"['325', '427', '805']"
A22_B003080,1,"['120', '2392', '7', '6', '3', '2597', '2651', '2476']",1,"['122', '2384', '2587', '2642', '2359']"
A22_B003112,1,['97'],1,['97']
A22_B003116,1,['77'],1,['77']
A22_B003129,0,0,0,0
A22_B003132,0,0,0,0
A22_B003191,1,"['57', '327', '219', '219', '199', '272', '258', '266', '295', '296']",1,"['56', '327', '219', '219', '199', '272', '258', '266', '295', '296']"
A22_B003518,1,"['17', '76', '108', '107']",1,"['17', '76', '108', '107']"
A22_B003775,1,"['124', '131']",1,"['124', '131']"
A22_B003920,0,0,0,0
A22_B003995,0,0,0,0
A2_1001000408,1,"['168', '346', '365', '431', '288', '305']",1,"['593', '1', '1', '695', '827', '620', '583']"
A2_1001000412,1,"['53', '121', '150']",1,"['245', '285']"
A2_B001470,1,"['143', '297', '236', '278', '336', '332', '360', '336']",1,"['143', '297', '221', '278', '336', '329', '360', '336']"
A2_B001543,1,"['636', '424', '474', '476', '435', '459', '398', '393']",1,"['556', '413', '474', '465', '424', '459', '398', '393']"
A2_B001557,1,"['110', '163', '134', '247']",1,"['110', '163', '134', '247']"
A2_B003115,1,"['88', '370', '325']",1,"['88', '370', '325']"
A2_B003132,1,"['214', '176', '329', '381', '380', '436']",1,"['213', '176', '279', '381', '380']"
A2_B003659,0,0,0,0
A3_B000862,0,0,0,0
A3_B001464,1,"['4', '316', '425', '545', '389']",1,"['4', '316', '424', '545', '389']"
A3_B001554,0,0,0,0
A3_B002573,1,"['62', '50', '59', '141']",1,"['62', '50', '59', '141']"
A3_B003070,1,"['14', '14', '16']",1,"['14', '14', '16']"
A3_B003129,1,"['432', '2', '446', '492', '754', '786', '983']",1,"['432', '2', '446', '492', '1004']"
A3_B003132,1,"['63', '59', '121', '73', '28', '50', '85', '83', '78', '96', '139', '139', '129']",1,"['63', '59', '121', '73', '28', '50', '85', '83', '78', '96', '139', '139', '129']"
A3_B003187,1,"['68', '90', '3', '39']",1,"['68', '90', '3', '39']"
A3_B003659,1,"['675', '675', '675', '675', '675', '675', '676', '55']",1,"['385', '639', '639', '639', '639', '639', '639', '640', '55']"
A4_10001000325,1,267,1,242
A4_1001000317,1,"['617', '665', '657', '658']",1,"['617', '665', '599', '600']"
A4_1001000407,1,"['1025', '2', '1218', '1337', '1175', '1054', '968']",1,"['1713', '2062', '2180', '2032', '1811', '1471', '90']"
A4_B000861,0,0,0,0
A4_B000862,1,"['11', '1231', '5', '3', '1302']",1,"['11', '1231', '1296']"
A4_B001464,1,"['14', '43']",1,"['14', '43']"
A4_B001470,1,"['319', '765', '872', '888', '841', '700']",1,"['319', '765', '872', '888', '841', '700']"
A4_B001551,1,"['136', '587', '786']",1,"['136', '587', '786']"
A4_B001558,1,"['86', '135', '629', '528']",1,"['86', '135', '629', '528']"
A4_B002572,1,"['619', '21', '824', '921', '609', '574', '592', '621', '581']",1,"['619', '21', '754', '921', '609', '574', '592', '622', '581']"
A4_B003067,1,"['503', '699', '444', '417']",1,"['503', '699', '444', '401']"
A4_B003070,1,"['972', '4', '1215', '1268', '1144', '1063', '872']",1,"['957', '5', '1217', '1268', '1142', '1012', '874']"
A4_B003071,1,"['51', '150', '155', '282']",1,"['51', '150', '155', '282']"
A4_B003126,1,"['1231', '1360', '1548', '1378', '1340']",1,"['1075', '1362', '1549', '1367', '1367', '1367', '1449', '1378', '1338']"
A4_B003132,1,"['217', '269', '263', '312', '355']",1,"['217', '269', '263', '312', '354']"
A4_B003187,1,"['131', '131', '314', '141', '14', '184']",1,"['83', '314', '141', '14', '184']"
A4_B003995,0,0,0,0
A5_1001000317,1,"['798', '744', '865', '783']",1,"['797', '688', '865', '698']"
A5_1001000407,1,"['334', '739', '799', '895', '603', '747', '804']",1,"['521', '1307', '3', '1481', '1577', '1330', '1330', '1332', '1148', '1399', '1379']"
A5_B000862,1,"['1482', '1866', '2222', '2209']",1,"['1481', '1862', '2198']"
A5_B001007,0,0,0,0
A5_B001554,1,"['26', '74', '39']",1,"['26', '74', '39']"
A5_B003070,1,"['1091', '1181', '1343', '1543', '1543', '1543', '1542', '1542', '1542', '1593', '1542', '1593', '1266', '1154']",1,"['1091', '1177', '1340', '1451', '1451', '1451', '1450', '1450', '1450', '1501', '1450', '1501', '1265', '1148']"
A5_B003995,0,0,0,0
A6_1001000412,1,"['281', '648', '659', '806', '696', '672']",1,"['1200', '1204', '1325', '1523', '1320', '1201', '1052']"
A6_B000862,0,0,0,0
A6_B001474,1,"['1859', '1854', '1957', '2250', '2420', '2420', '2422', '2472', '2339', '1887', '98']",1,"['1864', '1956', '2239', '2298', '2298', '2298', '2298', '2298', '2298', '2298', '2298', '2298', '2298', '2298', '2298', '2298', '2347', '2298', '2298', '2298', '2347', '2487', '2354', '1888', '101']"
A6_B001475,1,"['27', '49', '48', '78', '132', '83']",1,"['27', '49', '48', '78', '132', '83']"
A6_B001548,1,"['1109', '1258', '1003']",1,"['1109', '1258', '1003']"
A6_B001554,1,"['70', '128', '87']",1,"['70', '128', '87']"
A6_B002572,1,"['385', '364', '429', '371', '368', '270']",1,"['372', '364', '429', '361', '368', '368', '270']"
A6_B003129,1,"['476', '725', '952', '952', '633', '2', '2']",1,"['476', '726', '883', '883', '883', '901', '632', '2', '2']"
A6_B003187,1,"['148', '89', '222', '102', '246']",1,"['148', '89', '222', '102', '246']"
A6_B003527,1,"['169', '196', '122']",1,"['169', '196', '122']"
A6_B003648,1,9,1,9
A6_B003995,0,0,0,0
A7_1001000407,1,"['1617', '1735', '2003', '2066', '1737', '1722', '1633', '1232']",1,"['634', '2285', '2722', '2882', '2703', '2516', '2516', '2516', '2335', '2623', '2441']"
A7_1001000412,0,0,0,0
A7_B000862,1,"['170', '717', '1024', '1475', '1380', '1380', '1479']",1,"['168', '715', '1025', '1384', '1287', '1287', '1479']"
A7_B001007,0,0,0,0
A7_B001474,1,"['3077', '9', '3693', '3917', '3586', '3587', '3568', '3388']",1,"['3090', '3711', '3927', '3569', '3392']"
A7_B001545,1,"['757', '854', '910', '852', '695', '814']",1,"['725', '828', '910', '852', '694', '795']"
A7_B001554,1,"['66', '182', '212']",1,"['66', '182', '212']"
A7_B001556,1,15,1,15
A7_B003115,1,"['113', '134', '175', '1189', '1169']",1,"['113', '134', '175', '1183', '1167']"
A7_B003125,1,"['1434', '1763']",1,"['1439', '1765']"
A7_B003187,1,"['60', '29', '29', '44', '44', '44', '44', '101', '125', '125', '125', '125', '149', '149', '149']",1,"['60', '3', '3', '18', '18', '18', '18', '101', '125', '125', '125', '125', '149', '149', '149']"
A7_B003518,1,"['9', '1672', '8', '5', '3', '1643', '1891', '2293', '2148', '2148', '2148', '2148', '2148', '2148', '2149', '2346', '1581', '1568']",1,"['9', '1668', '1600', '1642', '1885', '2157', '2012', '2012', '2012', '2012', '2012', '2012', '2012', '2210', '1587', '1558']"
A7_B003528,1,"['622', '1392', '1406', '1570', '1570', '1578', '1137', '1118']",1,"['619', '1391', '1404', '1505', '1505', '1510', '1140', '1121']"
A8_1001000340,1,9,1,9
A8_B000573,1,"['2130', '3', '3', '2341', '2683', '2510', '2510', '2514']",1,"['2119', '2346', '2552', '2582']"
A8_B000863,1,"['2', '2', '1932', '2057', '2342']",1,"['2', '2', '1940', '2056', '2213', '2086', '2086', '2086', '2086', '2087']"
A8_B001470,1,"['219', '299', '312']",1,"['200', '299', '312']"
A8_B001474,1,"['54', '81', '97', '100', '105', '199']",1,"['54', '81', '97', '100', '105', '199']"
A8_B001543,1,"['221', '315', '238', '327', '327']",1,"['221', '315', '238', '324', '324']"
A8_B001545,1,"['8', '518', '1153', '884', '1201', '1347', '1582', '1665', '939']",1,"['8', '522', '1152', '1', '1', '883', '1113', '1347', '1499', '1667', '939']"
A8_B001548,1,"['171', '368', '420', '367']",1,"['171', '368', '420', '367']"
A8_B001554,1,['353'],1,['353']
A8_B001557,1,"['23', '29', '33']",1,"['23', '29', '33']"
A8_B001558,1,"['306', '697', '734', '862', '828', '828', '828', '717', '705', '784']",1,"['307', '701', '1', '641', '862', '801', '801', '801', '717', '705', '784']"
A8_B002571,1,"['1029', '1086', '1240', '732']",1,"['2', '2', '1', '2', '1049', '1240', '732']"
A8_B002573,1,"['236', '179']",1,"['236', '179']"
A8_B003115,1,"['119', '580', '614', '549', '554', '485']",1,"['119', '552', '615', '550', '553', '485']"
A8_B003132,1,"['198', '429']",1,"['198', '429']"
A8_B003187,1,"['79', '34', '170', '3', '1', '45', '266', '151', '182', '89', '89', '94', '93']",1,"['79', '34', '170', '3', '1', '45', '266', '151', '182', '89', '89', '94', '93']"
A8_B003191,1,"['83', '76', '191', '106', '172', '135', '126', '127', '132']",1,"['82', '76', '191', '106', '172', '135', '126', '127', '132']"
A8_B003527,1,"['1700', '1950', '2117', '1935', '1532', '883', '858']",1,"['1698', '21', '1886', '2120', '1941']"
